image_path,breed,label
cattle\badri\indigenous_Badri_cow_.jpg,badri,47
cattle\ponwar\image_275x183_38 (2).jpg,ponwar,57
cattle\thutho\image_275x183_53.jpg,thutho,59
cattle\Tharparkar\Tharparkar_135.jpg,Tharparkar,42
cattle\motu\image_248x203_58.jpg,motu,55
cattle\Shweta Kapila\image_168x300_54.jpg,Shweta Kapila,41
cattle\Purnea\image_259x194_5.jpg,Purnea,35
cattle\Pulikulam\Pulikulam_71.jpg,Pulikulam,33
cattle\Ladakhi\image_263x192_2.jpg,Ladakhi,24
cattle\Umblachery\image_259x195_13.jpg,Umblachery,44
cattle\Deoni\Deoni_2.JPG,Deoni,7
cattle\Murrah\Murrah_2.JPG,Murrah,28
cattle\Gir\Gir_64.jpg,Gir,8
cattle\Toda\Toda_70.jpg,Toda,43
cattle\Amritmahal\Amritmahal_89.jpg,Amritmahal,1
cattle\Umblachery\image_259x194_11 (3).jpg,Umblachery,44
cattle\Kankrej\Kankrej_94.png,Kankrej,17
cattle\Lakhimi\image_300x168_42.jpg,Lakhimi,25
cattle\Lakhimi\image_194x259_46 (2).jpg,Lakhimi,25
cattle\Shweta Kapila\image_200x200_39.jpg,Shweta Kapila,41
cattle\Nagpuri\Nagpuri_111.jpg,Nagpuri,29
cattle\Umblachery\image_339x148_49.jpg,Umblachery,44
cattle\Shweta Kapila\image_259x194_29 (3).jpg,Shweta Kapila,41
cattle\bachaur\image_289x175_53.jpg,bachaur,46
cattle\Punganur\image_300x168_8.jpg,Punganur,34
cattle\bhelai\ezgif-frame-048.jpg,bhelai,48
cattle\Himachali Pahari\image_223x226_8.jpg,Himachali Pahari,12
cattle\gangatari\_ (2).jpg,gangatari,50
cattle\Konkan Kapila\image_259x194_4.jpg,Konkan Kapila,21
cattle\Kangayam\Kangayam_22.jpg,Kangayam,16
cattle\bachaur\Kehrigarh_Cow.jpg,bachaur,46
cattle\Rathi\Screenshot (979).png,Rathi,36
cattle\Kenkatha\image_259x194_13 (2).jpg,Kenkatha,18
cattle\Amritmahal\image_252x200_55.jpg,Amritmahal,1
cattle\gangatari\Cow_Breeds_10_.jpg,gangatari,50
cattle\Khillari\Khillari_7.jpg,Khillari,20
cattle\Hallikar\Hallikar_98.jpg,Hallikar,10
cattle\Rathi\00000169.jpg,Rathi,36
cattle\Shweta Kapila\image_194x259_56.jpg,Shweta Kapila,41
cattle\Red kandhari\image_250x167_21.jpg,Red kandhari,37
cattle\Mewati\image_225x224_42.jpg,Mewati,27
cattle\Murrah\Murrah_45.jpg,Murrah,28
cattle\Poda Thirupu\image_168x300_2.jpg,Poda Thirupu,32
cattle\Nagpuri\Nagpuri_167.png,Nagpuri,29
cattle\Pulikulam\Pulikulam_30.jpg,Pulikulam,33
cattle\Poda Thirupu\image_259x194_21.jpg,Poda Thirupu,32
cattle\Ongole\Ongole_114.png,Ongole,31
cattle\Red kandhari\image_267x189_2.jpg,Red kandhari,37
cattle\Murrah\Murrah_25.jpg,Murrah,28
cattle\Jersey\Jersey_56.jpg,Jersey,15
cattle\Red_Sindhi\Red_Sindhi_85.jpg,Red_Sindhi,39
cattle\Holstein_Friesian\Holstein_Friesian_109.jpg,Holstein_Friesian,13
cattle\Ayrshire\Ayrshire_192.jpg,Ayrshire,2
cattle\Guernsey\Guernsey_2.jpg,Guernsey,9
cattle\Krishna_Valley\Krishna_Valley_132.jpg,Krishna_Valley,23
cattle\Shweta Kapila\image_275x183_49.jpg,Shweta Kapila,41
cattle\Nari\image_188x268_17.jpg,Nari,30
cattle\siri\image_202x250_66.jpg,siri,58
cattle\Red kandhari\image_288x175_58.jpg,Red kandhari,37
cattle\Nagpuri\Nagpuri_41.jpg,Nagpuri,29
cattle\Punganur\image_300x168_4.jpg,Punganur,34
cattle\Bargur\Bargur_32.png,Bargur,4
cattle\Bargur\Bargur_60.jpg,Bargur,4
cattle\Nari\image_194x259_56.jpg,Nari,30
cattle\ghumsari\image_168x300_2.jpg,ghumsari,52
cattle\Kangayam\Kangayam_74.jpg,Kangayam,16
cattle\Red_Dane\Red_Dane_163.jpg,Red_Dane,38
cattle\bhelai\ezgif-frame-136.jpg,bhelai,48
cattle\thutho\image_259x195_2.jpg,thutho,59
cattle\Sahiwal\Sahiwal_445.jpg,Sahiwal,40
cattle\nagori\image_251x200_21.jpg,nagori,56
cattle\Rathi\00000181.jpg,Rathi,36
cattle\bhelai\ezgif-frame-027.jpg,bhelai,48
cattle\siri\image_259x194_11 (2).jpg,siri,58
cattle\ponwar\image_299x168_18.jpg,ponwar,57
cattle\Ongole\Ongole_135.jpg,Ongole,31
cattle\Punganur\image_50x50_65.jpg,Punganur,34
cattle\Hallikar\Hallikar_149.jpg,Hallikar,10
cattle\gaolao\0239.jpg,gaolao,51
cattle\Banni\00000196.jpg,Banni,3
cattle\Amritmahal\Amritmahal_78.jpg,Amritmahal,1
cattle\malvi\image_244x206_65.jpg,malvi,54
cattle\kherigarh\image_176x116_1.jpg,kherigarh,53
cattle\Guernsey\Guernsey_35.jpg,Guernsey,9
cattle\Ongole\Ongole_127.png,Ongole,31
cattle\Himachali Pahari\image_259x195_12.jpg,Himachali Pahari,12
cattle\Himachali Pahari\image_259x194_17 (2).jpg,Himachali Pahari,12
cattle\Pulikulam\Pulikulam_86.jpg,Pulikulam,33
cattle\Purnea\image_259x194_12 (2).jpg,Purnea,35
cattle\kherigarh\image_120x84_1.jpg,kherigarh,53
cattle\Brown_Swiss\Brown_Swiss_213.jpg,Brown_Swiss,5
cattle\nagori\image_259x194_31 (2).jpg,nagori,56
cattle\Hallikar\Hallikar_81.png,Hallikar,10
cattle\malvi\image_266x189_46.jpg,malvi,54
cattle\Banni\00000124.jpg,Banni,3
cattle\Toda\Toda_120.jpg,Toda,43
cattle\Tharparkar\Tharparkar_44.jpg,Tharparkar,42
cattle\Holstein_Friesian\Holstein_Friesian_20.jpg,Holstein_Friesian,13
cattle\kherigarh\image_259x194_6 (2).jpg,kherigarh,53
cattle\Murrah\Murrah_5.jpg,Murrah,28
cattle\nagori\image_300x168_43 (2).jpg,nagori,56
cattle\Mewati\image_259x194_10 (4).jpg,Mewati,27
cattle\ponwar\image_259x194_22 (2).jpg,ponwar,57
cattle\Murrah\Murrah_164.jpg,Murrah,28
cattle\Rathi\00000086.jpg,Rathi,36
cattle\Purnea\image_275x183_62.jpg,Purnea,35
cattle\Red kandhari\image_225x225_18.jpg,Red kandhari,37
cattle\Himachali Pahari\Black_Kapila_Sahiwal_Z_Black_2nd_.jpg,Himachali Pahari,12
cattle\Gir\Gir_198.jpg,Gir,8
cattle\Malnad_gidda\00000183.jpg,Malnad_gidda,26
cattle\ghumsari\image_259x194_9.jpg,ghumsari,52
cattle\ghumsari\List_of_Indian_cattle_breeds_-_Wikiwand.jpg,ghumsari,52
cattle\Alambadi\Alambadi_57.jpg,Alambadi,0
cattle\Umblachery\image_300x168_40.jpg,Umblachery,44
cattle\Alambadi\Alambadi_93.png,Alambadi,0
cattle\Purnea\image_236x183_19.jpg,Purnea,35
cattle\Shweta Kapila\Visually_searched_image (6).jpg,Shweta Kapila,41
cattle\Shweta Kapila\image_259x194_47.jpg,Shweta Kapila,41
cattle\Umblachery\image_168x300_22.jpg,Umblachery,44
cattle\Pulikulam\Pulikulam_15.jpg,Pulikulam,33
cattle\Poda Thirupu\image_259x194_35.jpg,Poda Thirupu,32
cattle\Punganur\image_300x168_6.jpg,Punganur,34
cattle\Lakhimi\image_259x194_7.jpg,Lakhimi,25
cattle\Red kandhari\image_226x223_19.jpg,Red kandhari,37
cattle\badri\Bargur_Dairy_Knowledge_Portal.jpg,badri,47
cattle\nagori\image_168x300_8.jpg,nagori,56
cattle\Pulikulam\Pulikulam_4.JPG,Pulikulam,33
cattle\kherigarh\image_232x218_9.jpg,kherigarh,53
cattle\Rathi\Screenshot (952).png,Rathi,36
cattle\Holstein_Friesian\Holstein_Friesian_56.jpg,Holstein_Friesian,13
cattle\Poda Thirupu\image_168x300_45.jpg,Poda Thirupu,32
cattle\malvi\image_275x183_45.jpg,malvi,54
cattle\Malnad_gidda\Screenshot (1166).png,Malnad_gidda,26
cattle\dagri\image_259x194_6 (2).jpg,dagri,49
cattle\bachaur\image_183x275_62.jpg,bachaur,46
cattle\Shweta Kapila\image_259x194_40.jpg,Shweta Kapila,41
cattle\Holstein_Friesian\Holstein_Friesian_158.jpg,Holstein_Friesian,13
cattle\Brown_Swiss\Brown_Swiss_38.jpg,Brown_Swiss,5
cattle\Sahiwal\Sahiwal_343.png,Sahiwal,40
cattle\Guernsey\Guernsey_91.jpg,Guernsey,9
cattle\Nagpuri\Nagpuri_150.jpg,Nagpuri,29
cattle\gangatari\image_194x259_55.jpg,gangatari,50
cattle\Kenkatha\image_225x225_30.jpg,Kenkatha,18
cattle\malvi\Visually_searched_image.jpg,malvi,54
cattle\bhelai\ezgif-frame-086.jpg,bhelai,48
cattle\Red_Dane\Red_Dane_45.jpg,Red_Dane,38
cattle\Hariana\Hariana_23.jpg,Hariana,11
cattle\Mewati\image_168x300_47.jpg,Mewati,27
cattle\Guernsey\Guernsey_15.jpg,Guernsey,9
cattle\Alambadi\Alambadi_55.jpg,Alambadi,0
cattle\ponwar\image_300x168_30.jpg,ponwar,57
cattle\Kenkatha\image_259x194_24.jpg,Kenkatha,18
cattle\Banni\00000032.jpg,Banni,3
cattle\Toda\Toda_112.jpg,Toda,43
cattle\malvi\image_275x183_43.jpg,malvi,54
cattle\Guernsey\Guernsey_67.jpg,Guernsey,9
cattle\Krishna_Valley\Krishna_Valley_94.jpg,Krishna_Valley,23
cattle\Kankrej\Kankrej_26.png,Kankrej,17
cattle\malvi\image_203x248_55.jpg,malvi,54
cattle\Lakhimi\image_168x300_18.jpg,Lakhimi,25
cattle\Brown_Swiss\Brown_Swiss_91.jpg,Brown_Swiss,5
cattle\Himachali Pahari\image_179x282_54.jpg,Himachali Pahari,12
cattle\Sahiwal\Sahiwal_92.jpg,Sahiwal,40
cattle\Pulikulam\Pulikulam_108.jpg,Pulikulam,33
cattle\Gir\Gir_332.png,Gir,8
cattle\Kenkatha\image_221x228_34.jpg,Kenkatha,18
cattle\Gir\Gir_103.jpg,Gir,8
cattle\Kangayam\Kangayam_84.png,Kangayam,16
cattle\Red kandhari\image_225x225_54.jpg,Red kandhari,37
cattle\Gir\Gir_88.jpg,Gir,8
cattle\Gir\Gir_169.jpg,Gir,8
cattle\Vechur\00000007.jpg,Vechur,45
cattle\ponwar\image_303x166_9.jpg,ponwar,57
cattle\siri\image_194x259_35.jpg,siri,58
cattle\Mewati\image_165x305_46.jpg,Mewati,27
cattle\Ongole\Ongole_181.jpg,Ongole,31
cattle\kherigarh\image_248x203_1.jpg,kherigarh,53
cattle\Malnad_gidda\Screenshot (1156).png,Malnad_gidda,26
cattle\ponwar\image_300x168_39.jpg,ponwar,57
cattle\Banni\00000015.jpg,Banni,3
cattle\badri\This_is_our_fram_of_Himalayan_Badri_cow_.jpg,badri,47
cattle\Poda Thirupu\image_167x301_45.jpg,Poda Thirupu,32
cattle\Kankrej\Kankrej_104.jpg,Kankrej,17
cattle\Red kandhari\image_262x193_1.jpg,Red kandhari,37
cattle\Umblachery\Umblachery_5.jpg,Umblachery,44
cattle\Kankrej\Kankrej_162.jpg,Kankrej,17
cattle\gangatari\image_217x232_43.jpg,gangatari,50
cattle\nagori\image_259x194_14.jpg,nagori,56
cattle\Vechur\Screenshot (283).png,Vechur,45
cattle\Sahiwal\Sahiwal_81.jpg,Sahiwal,40
cattle\ghumsari\image_168x300_8.jpg,ghumsari,52
cattle\Hariana\Hariana_109.jpg,Hariana,11
cattle\Nagpuri\Nagpuri_59.jpg,Nagpuri,29
cattle\malvi\image_263x191_37.jpg,malvi,54
cattle\Ayrshire\Ayrshire_101.jpg,Ayrshire,2
cattle\thutho\Visually_searched_image (2).jpg,thutho,59
cattle\dagri\image_275x183_52.jpg,dagri,49
cattle\gangatari\Punganur_cattle_cattle_farmers_.jpg,gangatari,50
cattle\Krishna_Valley\Krishna_Valley_126.jpg,Krishna_Valley,23
cattle\Konkan Kapila\image_300x168_3 (2).jpg,Konkan Kapila,21
cattle\Holstein_Friesian\Holstein_Friesian_300.jpg,Holstein_Friesian,13
cattle\Gir\Gir_91.jpg,Gir,8
cattle\ghumsari\Registered_cattle_breeds_in_India_.jpg,ghumsari,52
cattle\kherigarh\image_225x225_4 (2).jpg,kherigarh,53
cattle\Deoni\Deoni_19.jpg,Deoni,7
cattle\Khillari\Khillari_81.png,Khillari,20
cattle\badri\Badri_Cow_Calf_in_Pauri_Garhwal_.jpg,badri,47
cattle\Alambadi\Alambadi_72.png,Alambadi,0
cattle\Gir\Gir_12.jPG,Gir,8
cattle\Punganur\Punganur_Cow_The_Worlds_Smallest_and_.jpg,Punganur,34
cattle\Purnea\image_259x194_7.jpg,Purnea,35
cattle\Himachali Pahari\image_259x195_1 (2).jpg,Himachali Pahari,12
cattle\Sahiwal\Sahiwal_196.jpg,Sahiwal,40
cattle\Hariana\Hariana_53.png,Hariana,11
cattle\Sahiwal\Sahiwal_100.jpg,Sahiwal,40
cattle\Purnea\image_259x194_18 (5).jpg,Purnea,35
cattle\gangatari\image_259x194_17.jpg,gangatari,50
cattle\Nari\image_259x194_31.jpg,Nari,30
cattle\Kenkatha\image_225x225_29 (2).jpg,Kenkatha,18
cattle\Red_Dane\Red_Dane_24.jpg,Red_Dane,38
cattle\Sahiwal\Sahiwal_63.jpg,Sahiwal,40
cattle\Ladakhi\image_258x195_2.jpg,Ladakhi,24
cattle\gangatari\image_259x194_23.jpg,gangatari,50
cattle\Jersey\Jersey_81.jpg,Jersey,15
cattle\Lakhimi\image_194x259_34.jpg,Lakhimi,25
cattle\Malnad_gidda\00000003.jpg,Malnad_gidda,26
cattle\thutho\image_300x168_31.jpg,thutho,59
cattle\Dangi\image_259x194_18.jpg,Dangi,6
cattle\Nari\image_120x100_68.jpg,Nari,30
cattle\Umblachery\image_259x194_12.jpg,Umblachery,44
cattle\gaolao\Shri_Sai_Seva_Charitable_Trust.jpg,gaolao,51
cattle\ponwar\image_300x168_42.jpg,ponwar,57
cattle\Gir\Gir_376.jpg,Gir,8
cattle\Red kandhari\image_259x194_22.jpg,Red kandhari,37
cattle\Vechur\00000132.jpeg,Vechur,45
cattle\Lakhimi\image_168x300_3.jpg,Lakhimi,25
cattle\Ladakhi\image_203x248_2.jpg,Ladakhi,24
cattle\Purnea\image_275x183_45.jpg,Purnea,35
cattle\Jaffrabadi\Jaffrabadi_41.png,Jaffrabadi,14
cattle\Poda Thirupu\image_245x205_36.jpg,Poda Thirupu,32
cattle\Red kandhari\image_150x150_67.jpg,Red kandhari,37
cattle\kherigarh\image_276x182_9.jpg,kherigarh,53
cattle\siri\image_300x168_51.jpg,siri,58
cattle\Brown_Swiss\Brown_Swiss_57.jpg,Brown_Swiss,5
cattle\Purnea\image_271x186_40 (2).jpg,Purnea,35
cattle\Hariana\Hariana_60.jpg,Hariana,11
cattle\Brown_Swiss\Brown_Swiss_19.jpg,Brown_Swiss,5
cattle\Red kandhari\image_194x259_49.jpg,Red kandhari,37
cattle\Kenkatha\image_194x259_63.jpg,Kenkatha,18
cattle\Sahiwal\Sahiwal_421.jpg,Sahiwal,40
cattle\Poda Thirupu\image_225x225_44.jpg,Poda Thirupu,32
cattle\Purnea\image_271x186_32.jpg,Purnea,35
cattle\Kosali\image_259x194_7 (2).jpg,Kosali,22
cattle\Mewati\image_194x259_28.jpg,Mewati,27
cattle\gaolao\Ongole_102.png,gaolao,51
cattle\gangatari\image_259x194_18.jpg,gangatari,50
cattle\Krishna_Valley\Krishna_Valley_53.jpg,Krishna_Valley,23
cattle\Umblachery\image_335x151_47.jpg,Umblachery,44
cattle\ponwar\image_276x183_36.jpg,ponwar,57
cattle\Bargur\Bargur_84.jpg,Bargur,4
cattle\Pulikulam\Pulikulam_46.jpg,Pulikulam,33
cattle\Jaffrabadi\Jaffrabadi_59.jpg,Jaffrabadi,14
cattle\kherigarh\image_168x299_1.jpg,kherigarh,53
cattle\badri\Badri_Cow_Stock_Photos_-_Free_Royalty_ (1).jpg,badri,47
cattle\Dangi\image_272x185_51.jpg,Dangi,6
cattle\siri\image_362x139_57.jpg,siri,58
cattle\Rathi\00000108.jpg,Rathi,36
cattle\Brown_Swiss\Brown_Swiss_191.jpg,Brown_Swiss,5
cattle\ponwar\image_300x168_49.jpg,ponwar,57
cattle\Red_Dane\Red_Dane_91.jpg,Red_Dane,38
cattle\Holstein_Friesian\Holstein_Friesian_294.jpg,Holstein_Friesian,13
cattle\siri\image_259x194_7.jpg,siri,58
cattle\Umblachery\image_250x167_37.jpg,Umblachery,44
cattle\Purnea\image_275x183_43 (2).jpg,Purnea,35
cattle\Red_Sindhi\Red_Sindhi_131.png,Red_Sindhi,39
cattle\Red kandhari\image_267x189_1.jpg,Red kandhari,37
cattle\Red_Sindhi\Red_Sindhi_50.jpg,Red_Sindhi,39
cattle\Ladakhi\image_100x100_1.jpg,Ladakhi,24
cattle\siri\image_194x259_34.jpg,siri,58
cattle\Amritmahal\image_252x200_54.jpg,Amritmahal,1
cattle\Hallikar\Hallikar_140.jpg,Hallikar,10
cattle\Nagpuri\Nagpuri_151.jpg,Nagpuri,29
cattle\Hariana\Hariana_91.png,Hariana,11
cattle\Gir\Gir_185.png,Gir,8
cattle\Punganur\Livestock_Research_Station_Palamaner.jpg,Punganur,34
cattle\Amritmahal\Amritmahal_31.jpg,Amritmahal,1
cattle\motu\image_194x259_51.jpg,motu,55
cattle\Gir\Gir_300.jpg,Gir,8
cattle\Himachali Pahari\image_194x259_7.jpg,Himachali Pahari,12
cattle\Holstein_Friesian\Holstein_Friesian_39.jpg,Holstein_Friesian,13
cattle\Holstein_Friesian\Holstein_Friesian_91.jpg,Holstein_Friesian,13
cattle\Brown_Swiss\Brown_Swiss_135.jpg,Brown_Swiss,5
cattle\Kangayam\Kangayam_55.jpg,Kangayam,16
cattle\Purnea\image_259x194_11 (2).jpg,Purnea,35
cattle\Red_Sindhi\Red_Sindhi_93.jpg,Red_Sindhi,39
cattle\gangatari\image_225x224_35.jpg,gangatari,50
cattle\Red kandhari\image_225x225_44.jpg,Red kandhari,37
cattle\Murrah\Murrah_10.jpg,Murrah,28
cattle\Jersey\Jersey_18.jpg,Jersey,15
cattle\Holstein_Friesian\Holstein_Friesian_267.jpg,Holstein_Friesian,13
cattle\Sahiwal\Sahiwal_72.jpg,Sahiwal,40
cattle\Bargur\image_259x194_28.jpg,Bargur,4
cattle\Banni\00000179.jpg,Banni,3
cattle\malvi\image_125x101_78.jpg,malvi,54
cattle\Poda Thirupu\image_259x194_16.jpg,Poda Thirupu,32
cattle\gangatari\Screenshot 2025-09-24 191256.png,gangatari,50
cattle\Malnad_gidda\00000126.jpeg,Malnad_gidda,26
cattle\Sahiwal\Sahiwal_323.jpg,Sahiwal,40
cattle\thutho\image_298x169_54.jpg,thutho,59
cattle\Ayrshire\Ayrshire_61.jpg,Ayrshire,2
cattle\Mewati\image_275x183_51.jpg,Mewati,27
cattle\Vechur\00000265.jpg,Vechur,45
cattle\Punganur\Miniature_Punganur_Cow_in_Idukki_.jpg,Punganur,34
cattle\Purnea\image_259x194_3.jpg,Purnea,35
cattle\siri\image_272x185_52.jpg,siri,58
cattle\Murrah\Murrah_14.jpeg,Murrah,28
cattle\kherigarh\image_259x194_10.jpg,kherigarh,53
cattle\thutho\image_275x183_41.jpg,thutho,59
cattle\Khariar\image_225x224_8.jpg,Khariar,19
cattle\Red kandhari\image_288x175_60.jpg,Red kandhari,37
cattle\nagori\image_228x221_39.jpg,nagori,56
cattle\Kenkatha\image_259x194_16 (2).jpg,Kenkatha,18
cattle\Himachali Pahari\image_249x203_53.jpg,Himachali Pahari,12
cattle\Ayrshire\Ayrshire_1.jpg,Ayrshire,2
cattle\Krishna_Valley\Krishna_Valley_49.jpg,Krishna_Valley,23
cattle\Red_Dane\Red_Dane_3.jpg,Red_Dane,38
cattle\Ladakhi\image_254x198_5.jpg,Ladakhi,24
cattle\Banni\00000085.jpg,Banni,3
cattle\Punganur\Punganur_Dairy_Knowledge_Portal (1).jpg,Punganur,34
cattle\Red kandhari\image_266x189_19.jpg,Red kandhari,37
cattle\Toda\Toda_26.jpg,Toda,43
cattle\Mewati\image_259x194_9.jpg,Mewati,27
cattle\bhelai\ezgif-frame-036.jpg,bhelai,48
cattle\Kangayam\Kangayam_41.jpg,Kangayam,16
cattle\Red kandhari\image_259x195_53.jpg,Red kandhari,37
cattle\Krishna_Valley\Krishna_Valley_32.jpg,Krishna_Valley,23
cattle\Murrah\Murrah_118.jpg,Murrah,28
cattle\Ongole\Ongole_178.jpg,Ongole,31
cattle\Deoni\Deoni_35.jpg,Deoni,7
cattle\Nari\image_259x194_27.jpg,Nari,30
cattle\Murrah\Murrah_53.jpg,Murrah,28
cattle\Amritmahal\Amritmahal_23.png,Amritmahal,1
cattle\Deoni\Deoni_43.jpg,Deoni,7
cattle\Brown_Swiss\Brown_Swiss_131.jpg,Brown_Swiss,5
cattle\Ladakhi\image_250x191_19.jpg,Ladakhi,24
cattle\Dangi\image_265x190_43.jpg,Dangi,6
cattle\Ladakhi\image_299x168_48.jpg,Ladakhi,24
cattle\Hallikar\Hallikar_136.jpg,Hallikar,10
cattle\Amritmahal\Amritmahal_61.jpg,Amritmahal,1
cattle\Sahiwal\Sahiwal_168.jpg,Sahiwal,40
cattle\Kankrej\Kankrej_16.png,Kankrej,17
cattle\Holstein_Friesian\Holstein_Friesian_123.jpg,Holstein_Friesian,13
cattle\Konkan Kapila\image_275x183_2 (2).jpg,Konkan Kapila,21
cattle\Purnea\image_235x214_68.jpg,Purnea,35
cattle\motu\image_205x367_56.jpg,motu,55
cattle\Mewati\image_284x177_57.jpg,Mewati,27
cattle\Khillari\Khillari_77.png,Khillari,20
cattle\siri\image_259x194_10 (2).jpg,siri,58
cattle\Sahiwal\Sahiwal_412.jpg,Sahiwal,40
cattle\Shweta Kapila\image_300x168_42.jpg,Shweta Kapila,41
cattle\Holstein_Friesian\Holstein_Friesian_117.jpg,Holstein_Friesian,13
cattle\Hariana\Hariana_46.jpg,Hariana,11
cattle\Guernsey\Guernsey_36.jpg,Guernsey,9
cattle\kherigarh\image_225x225_2 (2).jpg,kherigarh,53
cattle\Tharparkar\Tharparkar_164.png,Tharparkar,42
cattle\siri\image_200x150_72.jpg,siri,58
cattle\Gir\Gir_137.jpg,Gir,8
cattle\Punganur\image_299x168_16.jpg,Punganur,34
cattle\Murrah\Murrah_181.jpg,Murrah,28
cattle\Tharparkar\Tharparkar_82.jpg,Tharparkar,42
cattle\Sahiwal\Sahiwal_132.jpg,Sahiwal,40
cattle\Krishna_Valley\Krishna_Valley_119.jpg,Krishna_Valley,23
cattle\Red_Sindhi\Red_Sindhi_102.jpg,Red_Sindhi,39
cattle\Jersey\Jersey_62.jpg,Jersey,15
cattle\siri\image_205x164_27.jpg,siri,58
cattle\Bargur\Bargur_41.png,Bargur,4
cattle\Rathi\00000018.jpeg,Rathi,36
cattle\Nari\image_174x289_42.jpg,Nari,30
cattle\Jersey\Jersey_156.jpg,Jersey,15
cattle\Gir\Gir_316.png,Gir,8
cattle\Krishna_Valley\Krishna_Valley_18.jpg,Krishna_Valley,23
cattle\Malnad_gidda\00000001.png,Malnad_gidda,26
cattle\Konkan Kapila\image_225x225_2 (2).jpg,Konkan Kapila,21
cattle\Mewati\image_265x190_49.jpg,Mewati,27
cattle\Ayrshire\Ayrshire_124.jpg,Ayrshire,2
cattle\Murrah\Murrah_20.jpg,Murrah,28
cattle\motu\image_257x196_6.jpg,motu,55
cattle\Umblachery\image_225x225_23.jpg,Umblachery,44
cattle\Alambadi\Alambadi_97.png,Alambadi,0
cattle\Banni\00000191.jpg,Banni,3
cattle\Gir\Gir_143.jpg,Gir,8
cattle\Konkan Kapila\image_259x194_9.jpg,Konkan Kapila,21
cattle\thutho\image_275x183_63.jpg,thutho,59
cattle\Khariar\image_300x168_5 (2).jpg,Khariar,19
cattle\Sahiwal\Sahiwal_438.jpg,Sahiwal,40
cattle\Pulikulam\Pulikulam_84.jpg,Pulikulam,33
cattle\malvi\image_194x259_6.jpg,malvi,54
cattle\Nari\image_201x251_14.jpg,Nari,30
cattle\Gir\Gir_159.jpg,Gir,8
cattle\Ayrshire\Ayrshire_224.jpg,Ayrshire,2
cattle\Kenkatha\image_206x244_58.jpg,Kenkatha,18
cattle\Brown_Swiss\Brown_Swiss_115.jpg,Brown_Swiss,5
cattle\Red_Dane\Red_Dane_26.jpg,Red_Dane,38
cattle\Dangi\Screenshot (356).png,Dangi,6
cattle\Mewati\image_259x194_12.jpg,Mewati,27
cattle\gangatari\ENTRY_BIGGEST_GANGATIRI_COW_OF_RD_DAIRY_.jpg,gangatari,50
cattle\Jersey\Jersey_83.jpg,Jersey,15
cattle\Mewati\image_168x300_20.jpg,Mewati,27
cattle\Kosali\image_336x150_1.jpg,Kosali,22
cattle\Sahiwal\Sahiwal_257.jpg,Sahiwal,40
cattle\ghumsari\image_168x300_3.jpg,ghumsari,52
cattle\ghumsari\image_242x208_54.jpg,ghumsari,52
cattle\Red_Dane\Red_Dane_135.jpg,Red_Dane,38
cattle\Toda\Toda_94.jpg,Toda,43
cattle\Holstein_Friesian\Holstein_Friesian_165.jpg,Holstein_Friesian,13
cattle\Shweta Kapila\image_225x225_16.jpg,Shweta Kapila,41
cattle\ghumsari\image_157x320_56.jpg,ghumsari,52
cattle\ponwar\image_222x227_55.jpg,ponwar,57
cattle\Tharparkar\Tharparkar_155.png,Tharparkar,42
cattle\Himachali Pahari\image_168x300_2.jpg,Himachali Pahari,12
cattle\Holstein_Friesian\Holstein_Friesian_127.jpg,Holstein_Friesian,13
cattle\Gir\Gir_233.jpg,Gir,8
cattle\Shweta Kapila\image_200x150_56.jpg,Shweta Kapila,41
cattle\Ongole\Ongole_49.png,Ongole,31
cattle\gaolao\Ongole_118.png,gaolao,51
cattle\Hariana\Hariana_128.jpg,Hariana,11
cattle\Ongole\Ongole_145.jpg,Ongole,31
cattle\ghumsari\image_194x259_45.jpg,ghumsari,52
cattle\Murrah\Murrah_102.jpg,Murrah,28
cattle\Malnad_gidda\00000099.jpg,Malnad_gidda,26
cattle\Dangi\image_299x168_52.jpg,Dangi,6
cattle\Gir\Gir_39.jpg,Gir,8
cattle\Ayrshire\Ayrshire_202.jpg,Ayrshire,2
cattle\Alambadi\Alambadi_86.png,Alambadi,0
cattle\siri\image_205x161_35.jpg,siri,58
cattle\Poda Thirupu\image_259x195_3.jpg,Poda Thirupu,32
cattle\Red_Dane\Red_Dane_70.jpg,Red_Dane,38
cattle\Hallikar\Hallikar_138.png,Hallikar,10
cattle\Shweta Kapila\image_259x194_49.jpg,Shweta Kapila,41
cattle\Red_Dane\Red_Dane_65.jpg,Red_Dane,38
cattle\Pulikulam\Pulikulam_62.jpg,Pulikulam,33
cattle\Poda Thirupu\image_168x300_10.jpg,Poda Thirupu,32
cattle\Red_Dane\Red_Dane_154.jpg,Red_Dane,38
cattle\Umblachery\image_168x300_45.jpg,Umblachery,44
cattle\Amritmahal\Amritmahal_58.jpg,Amritmahal,1
cattle\Purnea\image_255x197_51.jpg,Purnea,35
cattle\Dangi\image_259x194_29.jpg,Dangi,6
cattle\Sahiwal\Sahiwal_315.png,Sahiwal,40
cattle\Kosali\image_265x190_1.jpg,Kosali,22
cattle\malvi\image_300x168_1.jpg,malvi,54
cattle\Gir\Gir_114.jpg,Gir,8
cattle\Lakhimi\image_300x168_43.jpg,Lakhimi,25
cattle\bhelai\belahi_cow_breed_desicowbreed_desicow_.jpg,bhelai,48
cattle\Banni\00000186.jpg,Banni,3
cattle\Ongole\Ongole_70.png,Ongole,31
